MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000136888.6	a	g	60327.00	1.629	0.1034	+++
ENSG00000169169.13	a	g	60327.00	0.691	0.4894	-++
ENSG00000163993.6	a	g	60327.00	-1.117	0.264	+--
ENSG00000150990.6	a	g	60327.00	0.590	0.5551	++-
ENSG00000138678.9	a	g	60327.00	2.090	0.03665	+++
ENSG00000109572.12	a	g	60327.00	-0.763	0.4456	+--
ENSG00000172172.6	a	g	60327.00	0.476	0.634	++-
ENSG00000163382.10	a	g	60327.00	1.003	0.3157	++-
ENSG00000100575.12	a	g	60327.00	1.046	0.2955	+++
ENSG00000142233.10	a	g	60327.00	-0.211	0.8327	+-+
ENSG00000207392.1	a	g	60327.00	1.568	0.1169	+++
ENSG00000250182.3	a	g	60327.00	1.438	0.1503	+++
ENSG00000154917.9	a	g	60327.00	0.690	0.4903	-++
ENSG00000115159.14	a	g	60327.00	1.136	0.2558	++-
ENSG00000182446.12	a	g	60327.00	2.028	0.04257	+++
ENSG00000168944.14	a	g	60327.00	1.684	0.09212	+++
ENSG00000237584.1	a	g	60327.00	-1.007	0.314	--+
ENSG00000108785.7	a	g	60327.00	-0.316	0.752	-++
ENSG00000187688.13	a	g	60327.00	-1.260	0.2075	---
ENSG00000149968.10	a	g	60327.00	-0.402	0.6875	-++
ENSG00000081760.15	a	g	60327.00	-0.477	0.6335	-+-
ENSG00000186163.8	a	g	60327.00	-0.391	0.6961	+--
ENSG00000116237.14	a	g	60327.00	-1.111	0.2664	---
ENSG00000181790.9	a	g	60327.00	-0.247	0.8051	+-+
ENSG00000102924.10	a	g	60327.00	-0.625	0.532	--+
ENSG00000135245.9	a	g	60327.00	-1.199	0.2305	---
ENSG00000135372.7	a	g	60327.00	0.804	0.4214	+++
ENSG00000244222.2	a	g	60327.00	0.722	0.4706	+--
ENSG00000198440.8	a	g	60327.00	1.245	0.2133	+++
ENSG00000105825.10	a	g	20118.00	-0.337	0.7362	?-?
ENSG00000075290.7	a	g	60327.00	-0.939	0.3479	---
ENSG00000164978.16	a	g	60327.00	-1.239	0.2152	--+
ENSG00000184076.12	a	g	60327.00	0.059	0.9527	-+-
ENSG00000182261.3	a	g	60327.00	-0.108	0.9141	-+-
ENSG00000158042.8	a	g	60327.00	-0.239	0.8113	-+-
ENSG00000115464.13	a	g	60327.00	2.220	0.0264	+++
ENSG00000065618.15	a	g	60327.00	1.728	0.08392	+++
ENSG00000280266.1	a	g	60327.00	1.180	0.2381	++-
ENSG00000178726.6	a	g	60327.00	-1.603	0.109	---
ENSG00000180190.10	a	g	60327.00	1.061	0.2885	++-
ENSG00000155561.13	a	g	60327.00	0.333	0.7388	-+-
ENSG00000136274.8	a	g	60327.00	0.825	0.4093	+-+
ENSG00000196396.8	a	g	60327.00	1.112	0.2659	+++
ENSG00000149485.15	a	g	60327.00	-0.322	0.7473	--+
ENSG00000197409.7	a	g	60327.00	-1.777	0.07555	---
ENSG00000183023.17	a	g	60327.00	-1.875	0.06074	---
ENSG00000121454.5	a	g	60327.00	0.900	0.3682	-++
ENSG00000184905.7	a	g	60327.00	0.255	0.7986	-++
ENSG00000168824.13	a	g	60327.00	0.655	0.5122	-++
ENSG00000131398.12	a	g	60327.00	-0.805	0.4208	+-+
ENSG00000100354.19	a	g	60327.00	1.776	0.07581	+++
ENSG00000071967.10	a	g	60327.00	-0.550	0.5826	--+
ENSG00000184735.6	a	g	60327.00	-1.030	0.3031	---
ENSG00000127081.12	a	g	60327.00	-0.654	0.5131	--+
ENSG00000197859.8	a	g	60327.00	0.928	0.3537	+++
ENSG00000251739.1	a	g	60327.00	0.805	0.4207	-++
ENSG00000117280.11	a	g	60327.00	1.468	0.1422	+-+
ENSG00000110713.14	a	g	60327.00	1.131	0.2579	+++
ENSG00000144119.3	a	g	60327.00	0.120	0.9042	-+-
ENSG00000268089.2	a	g	60327.00	-2.104	0.03535	---
ENSG00000163751.3	a	g	60327.00	-0.375	0.7079	+--
ENSG00000180917.15	a	g	60327.00	-0.336	0.7369	+--
ENSG00000170954.10	a	g	40223.00	0.166	0.8679	?-+
ENSG00000175782.9	a	g	60327.00	-3.363	0.0007713	---
ENSG00000207339.1	a	g	60327.00	1.122	0.2618	+-+
ENSG00000221855.1	a	g	60327.00	-0.589	0.5557	--+
ENSG00000148377.5	a	g	60327.00	0.298	0.7659	+--
ENSG00000185189.14	a	g	60327.00	-2.233	0.02554	---
ENSG00000161999.10	a	g	60327.00	1.450	0.147	+++
ENSG00000112320.10	a	g	60327.00	-0.586	0.5578	-++
ENSG00000175305.15	a	g	60327.00	-1.222	0.2217	--+
ENSG00000164855.14	a	g	60327.00	-0.690	0.4901	--+
ENSG00000199921.1	a	g	60327.00	0.452	0.6516	-++
ENSG00000013275.6	a	g	60327.00	-1.892	0.05851	---
ENSG00000242699.3	a	g	60327.00	0.191	0.8489	++-
ENSG00000113209.8	a	g	60327.00	0.150	0.881	-++
ENSG00000064787.11	a	g	60327.00	-1.343	0.1792	--+
ENSG00000185917.12	a	g	60327.00	0.829	0.4072	+++
ENSG00000127022.13	a	g	60327.00	1.650	0.09893	+++
ENSG00000151665.11	a	g	60327.00	0.663	0.5076	++-
ENSG00000172005.9	a	g	60327.00	-0.340	0.7339	+--
ENSG00000095794.18	a	g	60327.00	0.049	0.9609	-+-
ENSG00000139187.8	a	g	60327.00	-0.044	0.9651	+--
ENSG00000167881.13	a	g	60327.00	-0.606	0.5443	+--
ENSG00000172409.5	a	g	60327.00	0.038	0.9699	++-
ENSG00000162367.10	a	g	60327.00	0.248	0.8042	--+
ENSG00000144214.8	a	g	60327.00	0.346	0.7296	--+
ENSG00000068885.13	a	g	40222.00	-1.915	0.05554	--?
ENSG00000165525.16	a	g	60327.00	-0.823	0.4103	---
ENSG00000080644.14	a	g	60327.00	-1.102	0.2706	-+-
ENSG00000120156.19	a	g	60327.00	-1.423	0.1546	--+
ENSG00000105852.9	a	g	60327.00	0.383	0.7016	-++
ENSG00000241791.3	a	g	60327.00	0.291	0.7709	-++
ENSG00000201201.1	a	g	60327.00	-0.385	0.7001	--+
ENSG00000115738.8	a	g	60327.00	-1.452	0.1466	-+-
ENSG00000238243.3	a	g	60327.00	0.249	0.8032	+--
ENSG00000135960.8	a	g	60327.00	-0.254	0.7998	+--
ENSG00000179832.16	a	g	60327.00	-0.351	0.7258	+-+
ENSG00000073146.14	a	g	60327.00	-1.214	0.2247	--+
ENSG00000172663.7	a	g	60327.00	0.160	0.8726	-++
ENSG00000197380.9	a	g	60327.00	0.139	0.8895	+-+
ENSG00000179104.7	a	g	60327.00	0.453	0.6507	+++
ENSG00000141367.10	a	g	60327.00	-1.200	0.2301	---
ENSG00000179314.12	a	g	60327.00	-1.436	0.151	---
ENSG00000132429.8	a	g	60327.00	1.971	0.04877	+++
ENSG00000108961.12	a	g	60327.00	-0.087	0.9305	-+-
ENSG00000035141.6	a	g	60327.00	-0.060	0.9523	-++
ENSG00000108883.11	a	g	60327.00	1.024	0.3058	++-
ENSG00000154143.2	a	g	60327.00	0.538	0.5907	-++
ENSG00000239732.3	a	g	60327.00	-0.933	0.3509	--+
ENSG00000134287.8	a	g	60327.00	0.061	0.9517	-+-
ENSG00000118231.4	a	g	60327.00	0.289	0.7728	-++
ENSG00000163060.7	a	g	60327.00	0.722	0.4704	+++
ENSG00000201217.1	a	g	60327.00	1.224	0.2211	+++
ENSG00000140022.8	a	g	60327.00	-0.972	0.331	-+-
ENSG00000235961.5	a	g	60327.00	-1.109	0.2675	---
ENSG00000173040.11	a	g	60327.00	1.844	0.06519	+++
ENSG00000183856.9	a	g	60327.00	-1.570	0.1165	---
ENSG00000213859.4	a	g	60327.00	0.232	0.8163	-++
ENSG00000132718.8	a	g	60327.00	1.657	0.09747	+++
ENSG00000196139.10	a	g	60327.00	1.389	0.1648	+++
ENSG00000111875.7	a	g	60327.00	1.286	0.1983	+++
ENSG00000070770.7	a	g	60327.00	-0.548	0.5839	-+-
ENSG00000136275.9	a	g	60327.00	0.016	0.9872	-+-
ENSG00000160606.9	a	g	60327.00	0.764	0.4447	-++
ENSG00000133321.9	a	g	60327.00	-0.589	0.5559	-+-
ENSG00000131966.12	a	g	60327.00	1.008	0.3135	-++
ENSG00000117400.13	a	g	60327.00	0.339	0.7343	+-+
ENSG00000156983.14	a	g	60327.00	1.518	0.1289	-++
ENSG00000059377.14	a	g	60327.00	-0.411	0.6813	+-+
ENSG00000242559.3	a	g	60327.00	-1.104	0.2696	--+
ENSG00000057252.11	a	g	60327.00	-2.418	0.0156	---
ENSG00000148053.14	a	g	60327.00	0.734	0.4631	++-
ENSG00000066654.11	a	g	60327.00	1.205	0.2282	+-+
ENSG00000104938.15	a	g	60327.00	0.582	0.5604	+-+
ENSG00000250254.1	a	g	60327.00	-1.600	0.1097	---
ENSG00000106538.8	a	g	60327.00	0.068	0.9459	-+-
ENSG00000163531.14	a	g	60327.00	-0.697	0.486	+--
ENSG00000146576.11	a	g	60327.00	1.296	0.1948	++-
ENSG00000220758.4	a	g	60327.00	-0.711	0.4773	-+-
ENSG00000213988.8	a	g	60327.00	-1.598	0.11	---
ENSG00000138606.18	a	g	60327.00	-2.302	0.02134	---
ENSG00000207221.1	a	g	60327.00	0.423	0.672	++-
ENSG00000115760.12	a	g	60327.00	-0.127	0.8988	+--
ENSG00000173918.13	a	g	60327.00	-0.646	0.518	-++
ENSG00000135778.10	a	g	60327.00	1.906	0.05662	+++
ENSG00000249222.1	a	g	60327.00	1.125	0.2605	+++
ENSG00000135835.9	a	g	60327.00	-0.259	0.7953	-++
ENSG00000175806.13	a	g	60327.00	-0.051	0.9594	+-+
ENSG00000181007.8	a	g	60327.00	-1.563	0.1181	---
ENSG00000235734.4	a	g	60327.00	1.589	0.1121	+++
ENSG00000132530.15	a	g	60327.00	-2.019	0.04352	---
ENSG00000106290.13	a	g	60327.00	-0.285	0.7759	-++
ENSG00000184385.2	a	g	60327.00	0.061	0.9512	+-+
ENSG00000106100.9	a	g	60327.00	-1.032	0.3019	-+-
ENSG00000075790.9	a	g	60327.00	1.992	0.04642	+++
ENSG00000077585.12	a	g	60327.00	-1.285	0.1989	+--
ENSG00000164399.4	a	g	60327.00	0.789	0.4304	-++
ENSG00000199933.1	a	g	60327.00	-1.414	0.1575	---
ENSG00000197891.10	a	g	60327.00	-0.186	0.8522	-++
ENSG00000187481.2	a	g	60327.00	1.409	0.1588	+-+
ENSG00000069535.13	a	g	60327.00	-0.079	0.937	--+
ENSG00000196570.2	a	g	60327.00	0.449	0.6537	++-
ENSG00000237575.4	a	g	60327.00	0.659	0.5101	++-
ENSG00000120948.14	a	g	60327.00	0.433	0.665	+++
ENSG00000135093.11	a	g	60327.00	1.122	0.262	+++
ENSG00000196900.4	a	g	60327.00	1.382	0.1669	+++
ENSG00000150394.12	a	g	60327.00	1.697	0.08973	+++
ENSG00000264391.2	a	g	60327.00	0.789	0.4303	+++
ENSG00000159708.16	a	g	60327.00	1.434	0.1516	+++
ENSG00000241258.5	a	g	60327.00	0.348	0.7281	-++
ENSG00000185973.9	a	g	60327.00	-0.702	0.4824	+--
ENSG00000115226.8	a	g	60327.00	0.467	0.6407	++-
ENSG00000110436.10	a	g	60327.00	-0.592	0.5538	+--
ENSG00000166448.13	a	g	60327.00	-0.048	0.9616	+-+
ENSG00000148843.12	a	g	60327.00	1.416	0.1568	+++
ENSG00000169021.5	a	g	60327.00	-0.214	0.8305	+--
ENSG00000057019.14	a	g	60327.00	-0.695	0.4871	--+
ENSG00000146054.16	a	g	60327.00	-0.359	0.7196	-++
ENSG00000151474.18	a	g	60327.00	0.637	0.5239	+++
ENSG00000173889.14	a	g	60327.00	-0.556	0.5779	-+-
ENSG00000141127.13	a	g	60327.00	1.960	0.05005	+++
ENSG00000122970.14	a	g	60327.00	-0.087	0.9308	-++
ENSG00000118263.13	a	g	60327.00	0.573	0.5663	+-+
ENSG00000229590.3	a	g	60327.00	-1.859	0.06299	---
ENSG00000202414.1	a	g	60327.00	-0.054	0.9569	+--
ENSG00000150756.12	a	g	60327.00	-3.040	0.002367	---
ENSG00000125485.16	a	g	60327.00	-0.477	0.6332	+--
ENSG00000179409.9	a	g	60327.00	-0.050	0.9598	-+-
ENSG00000125652.6	a	g	60327.00	-0.212	0.8321	--+
ENSG00000151743.9	a	g	60327.00	0.180	0.8573	+++
ENSG00000162078.10	a	g	60327.00	-4.348	1.375e-05	---
ENSG00000105711.9	a	g	60327.00	1.554	0.1202	+++
ENSG00000187533.12	a	g	60327.00	-0.417	0.6764	-+-
ENSG00000115963.12	a	g	60327.00	-1.034	0.301	-++
ENSG00000115091.10	a	g	60327.00	-0.055	0.9558	+--
ENSG00000188785.10	a	g	60327.00	-0.019	0.9852	--+
ENSG00000136943.9	a	g	60327.00	-0.973	0.3306	-+-
ENSG00000100731.14	a	g	60327.00	-1.845	0.06506	---
ENSG00000201939.1	a	g	60327.00	0.658	0.5103	+++
ENSG00000137185.10	a	g	60327.00	-0.912	0.3618	-+-
ENSG00000135052.15	a	g	60327.00	1.005	0.3147	+++
ENSG00000216718.7	a	g	60327.00	1.243	0.2138	+++
ENSG00000116667.11	a	g	60327.00	-1.255	0.2094	---
ENSG00000265735.2	a	g	60327.00	-0.856	0.3922	-+-
ENSG00000108953.15	a	g	60327.00	-0.199	0.8421	+--
ENSG00000171481.3	a	g	60327.00	0.747	0.4548	+-+
ENSG00000168137.14	a	g	60327.00	1.364	0.1725	+++
ENSG00000160886.12	a	g	60327.00	0.962	0.3359	-++
ENSG00000257017.7	a	g	60327.00	-0.719	0.4723	+--
ENSG00000179715.11	a	g	60327.00	1.854	0.0637	+++
ENSG00000116962.13	a	g	60327.00	-1.727	0.08417	---
ENSG00000167635.10	a	g	60327.00	1.125	0.2605	+-+
ENSG00000178075.18	a	g	60327.00	0.152	0.8794	++-
ENSG00000105971.13	a	g	60327.00	0.288	0.7734	--+
ENSG00000222543.1	a	g	60327.00	0.681	0.496	-++
ENSG00000003989.15	a	g	60327.00	0.455	0.6491	-++
ENSG00000197734.7	a	g	60327.00	0.892	0.3723	++-
ENSG00000176855.11	a	g	60327.00	-1.418	0.1563	---
ENSG00000075213.9	a	g	60327.00	-1.469	0.1418	-+-
ENSG00000048544.5	a	g	60327.00	-0.631	0.5281	+--
ENSG00000125903.4	a	g	60327.00	-0.187	0.8513	--+
ENSG00000258423.1	a	g	60327.00	0.565	0.5719	++-
ENSG00000180957.16	a	g	60327.00	0.540	0.5895	+--
ENSG00000207119.2	a	g	40223.00	-0.724	0.4689	?--
ENSG00000105426.13	a	g	60327.00	-0.303	0.7622	--+
ENSG00000183034.11	a	g	60327.00	-1.685	0.09199	-+-
ENSG00000145912.7	a	g	60327.00	1.492	0.1357	+-+
ENSG00000198146.4	a	g	60327.00	0.509	0.6104	++-
ENSG00000134644.14	a	g	60327.00	-1.061	0.2888	---
ENSG00000174233.10	a	g	60327.00	-0.773	0.4394	--+
ENSG00000197603.12	a	g	60327.00	-1.672	0.09447	---
ENSG00000108055.9	a	g	60327.00	1.034	0.3009	+-+
ENSG00000078401.6	a	g	60327.00	1.285	0.1989	+++
ENSG00000157399.13	a	g	60327.00	-0.751	0.4529	-+-
ENSG00000187474.4	a	g	60327.00	-2.865	0.004171	---
ENSG00000186583.10	a	g	60327.00	-0.625	0.5322	+--
ENSG00000140287.9	a	g	60327.00	0.083	0.9339	-+-
ENSG00000104941.6	a	g	60327.00	1.207	0.2273	++-
ENSG00000205029.1	a	g	60327.00	0.951	0.3417	++-
ENSG00000163823.3	a	g	60327.00	0.320	0.749	++-
ENSG00000117114.18	a	g	60327.00	0.440	0.6598	++-
ENSG00000089682.15	a	g	60327.00	-2.115	0.03444	---
ENSG00000261408.4	a	g	60327.00	1.166	0.2435	+++
ENSG00000102387.14	a	g	60327.00	-1.678	0.09335	--+
ENSG00000178397.11	a	g	60327.00	0.330	0.7418	+--
ENSG00000161298.15	a	g	60327.00	-0.306	0.7598	--+
ENSG00000187479.5	a	g	60327.00	1.741	0.08174	-++
ENSG00000201066.1	a	g	60327.00	-0.519	0.6034	++-
ENSG00000212365.1	a	g	60327.00	-0.134	0.8933	+--
ENSG00000141933.8	a	g	60327.00	-0.156	0.8757	-++
ENSG00000174370.8	a	g	60327.00	1.511	0.1307	+++
ENSG00000104435.12	a	g	60327.00	0.572	0.5674	+-+
ENSG00000252756.1	a	g	60327.00	-2.051	0.04028	---
ENSG00000067445.19	a	g	60327.00	-1.594	0.111	--+
ENSG00000178084.1	a	g	60327.00	2.464	0.01374	+++
ENSG00000138185.15	a	g	60327.00	1.160	0.246	-++
ENSG00000197745.2	a	g	60327.00	-0.028	0.9773	-+-
ENSG00000101298.12	a	g	60327.00	-0.756	0.4498	---
ENSG00000124217.4	a	g	60327.00	-0.591	0.5546	+--
ENSG00000132437.16	a	g	60327.00	-0.261	0.7939	-++
ENSG00000274228.1	a	g	60327.00	-1.340	0.1801	--+
ENSG00000102221.12	a	g	60327.00	-1.352	0.1765	---
ENSG00000010292.11	a	g	60327.00	-0.176	0.86	-+-
ENSG00000147570.8	a	g	60327.00	0.226	0.8211	+-+
ENSG00000252798.1	a	g	60327.00	0.603	0.5467	-++
ENSG00000182247.8	a	g	60327.00	0.424	0.6714	-++
ENSG00000179673.4	a	g	60327.00	0.762	0.446	-++
ENSG00000171503.10	a	g	60327.00	0.924	0.3554	+-+
ENSG00000196664.4	a	g	60327.00	0.967	0.3333	++-
ENSG00000178761.13	a	g	60327.00	-1.812	0.06991	--+
ENSG00000252013.1	a	g	60327.00	-0.765	0.4442	--+
ENSG00000081087.13	a	g	60327.00	-1.220	0.2223	---
ENSG00000131746.11	a	g	60327.00	-0.804	0.4215	--+
ENSG00000084073.7	a	g	60327.00	-1.294	0.1958	-+-
ENSG00000107831.11	a	g	60327.00	1.069	0.2849	++-
ENSG00000155099.6	a	g	60327.00	-0.406	0.6847	+-+
ENSG00000152944.7	a	g	60327.00	2.472	0.01345	+++
ENSG00000120685.18	a	g	60327.00	2.241	0.025	+++
ENSG00000182544.8	a	g	60327.00	-0.150	0.8811	+--
ENSG00000182256.11	a	g	60327.00	-0.269	0.7876	--+
ENSG00000173295.6	a	g	60327.00	1.186	0.2357	+++
ENSG00000167414.4	a	g	60327.00	2.177	0.02946	+++
ENSG00000039068.17	a	g	60327.00	-0.115	0.9084	--+
ENSG00000182685.6	a	g	60327.00	-0.276	0.7823	--+
ENSG00000266980.1	a	g	60327.00	0.979	0.3275	+-+
ENSG00000138162.16	a	g	60327.00	0.149	0.8813	+-+
ENSG00000198821.9	a	g	60327.00	0.147	0.8832	++-
ENSG00000175063.15	a	g	60327.00	0.443	0.6577	++-
ENSG00000114423.17	a	g	60327.00	-0.562	0.574	--+
ENSG00000066405.11	a	g	60327.00	0.286	0.7749	-++
ENSG00000244404.3	a	g	60327.00	1.279	0.2008	+++
ENSG00000160360.10	a	g	60327.00	-1.570	0.1163	--+
ENSG00000133935.6	a	g	60327.00	3.415	0.0006386	+++
ENSG00000169484.2	a	g	60327.00	0.633	0.5264	+++
ENSG00000114626.16	a	g	60327.00	-1.720	0.08544	---
ENSG00000205867.3	a	g	60327.00	-1.105	0.2693	+--
ENSG00000182968.4	a	g	60327.00	-1.222	0.2216	-+-
ENSG00000007372.19	a	g	60327.00	-1.036	0.3004	-+-
ENSG00000130311.9	a	g	60327.00	1.145	0.2523	+++
ENSG00000136628.16	a	g	60327.00	1.833	0.06686	+++
ENSG00000215440.10	a	g	60327.00	0.165	0.869	-++
ENSG00000164850.13	a	g	60327.00	-0.729	0.4661	-++
ENSG00000082996.18	a	g	60327.00	0.080	0.936	+--
ENSG00000148660.19	a	g	60327.00	1.559	0.119	+++
ENSG00000198959.10	a	g	60327.00	2.634	0.008442	+++
ENSG00000227737.2	a	g	60327.00	-0.244	0.8071	+--
ENSG00000148842.16	a	g	60327.00	0.208	0.8353	++-
ENSG00000172819.15	a	g	60327.00	0.931	0.3517	-++
ENSG00000057935.12	a	g	60327.00	-1.236	0.2166	---
ENSG00000128534.6	a	g	60327.00	-0.497	0.6192	++-
ENSG00000236965.4	a	g	60327.00	0.832	0.4053	++-
ENSG00000164821.4	a	g	60327.00	0.026	0.9795	+--
ENSG00000122877.12	a	g	60327.00	2.638	0.00834	+++
ENSG00000067842.16	a	g	60327.00	-0.257	0.797	--+
ENSG00000259207.6	a	g	60327.00	1.114	0.2652	-++
ENSG00000199890.1	a	g	60327.00	-0.072	0.9426	++-
ENSG00000111481.8	a	g	60327.00	0.362	0.7175	+-+
ENSG00000186272.11	a	g	60327.00	-0.495	0.6205	---
ENSG00000197208.5	a	g	60327.00	-0.286	0.7749	--+
ENSG00000050130.16	a	g	60327.00	-0.658	0.5105	-+-
ENSG00000082258.11	a	g	60327.00	0.419	0.6756	++-
ENSG00000164403.13	a	g	60327.00	-4.640	3.485e-06	---
ENSG00000171722.10	a	g	60327.00	-0.231	0.8171	+-+
ENSG00000104327.6	a	g	60327.00	1.798	0.07215	+-+
ENSG00000212396.1	a	g	60327.00	-0.775	0.4384	-+-
ENSG00000144182.15	a	g	60327.00	0.533	0.5943	+-+
ENSG00000134070.4	a	g	60327.00	-0.334	0.7387	+--
ENSG00000101216.9	a	g	60327.00	0.927	0.3542	++-
ENSG00000198976.1	a	g	60327.00	-0.596	0.5511	--+
ENSG00000169100.11	a	g	60327.00	1.874	0.06097	+-+
ENSG00000224085.3	a	g	60327.00	0.763	0.4457	+-+
ENSG00000122035.6	a	g	60327.00	-0.649	0.516	+--
ENSG00000054523.15	a	g	60327.00	-1.288	0.1977	---
ENSG00000172775.15	a	g	60327.00	1.766	0.07746	++-
ENSG00000120063.8	a	g	60327.00	-0.099	0.9208	++-
ENSG00000107518.15	a	g	60327.00	0.968	0.333	-++
ENSG00000133454.14	a	g	60327.00	0.485	0.6279	+-+
ENSG00000168778.10	a	g	60327.00	0.975	0.3297	+++
ENSG00000212298.1	a	g	60327.00	-0.317	0.7514	-+-
ENSG00000068366.18	a	g	60327.00	-0.755	0.4503	---
ENSG00000126088.11	a	g	60327.00	0.465	0.6421	++-
ENSG00000112116.9	a	g	60327.00	-1.103	0.2701	--+
ENSG00000172830.11	a	g	60327.00	0.942	0.3462	+-+
ENSG00000213967.9	a	g	40222.00	-0.107	0.9144	--?
ENSG00000128266.8	a	g	60327.00	1.035	0.3005	-++
ENSG00000064490.12	a	g	60327.00	-0.726	0.4678	+--
ENSG00000111261.12	a	g	60327.00	4.227	2.369e-05	+++
ENSG00000246174.6	a	g	60327.00	-1.984	0.04726	---
ENSG00000117595.9	a	g	60327.00	-0.211	0.8331	-++
ENSG00000128045.6	a	g	60327.00	-1.549	0.1213	+-+
ENSG00000239744.3	a	g	60327.00	0.890	0.3737	-++
ENSG00000164713.8	a	g	60327.00	0.481	0.6304	+--
ENSG00000117450.12	a	g	60327.00	0.148	0.8826	+-+
ENSG00000176463.12	a	g	60327.00	-2.038	0.04152	---
ENSG00000184867.12	a	g	60327.00	-0.585	0.5587	--+
ENSG00000101938.13	a	g	60327.00	-1.314	0.1889	---
ENSG00000111144.8	a	g	60327.00	-1.365	0.1724	---
ENSG00000180284.5	a	g	60327.00	-0.029	0.9769	-++
ENSG00000181789.13	a	g	60327.00	1.892	0.05851	+++
ENSG00000144460.11	a	g	60327.00	-0.799	0.4243	--+
ENSG00000175182.12	a	g	60327.00	1.324	0.1854	+-+
ENSG00000136828.17	a	g	60327.00	0.156	0.8763	-++
ENSG00000157600.10	a	g	60327.00	-1.347	0.178	--+
ENSG00000173597.7	a	g	60327.00	-1.650	0.09893	---
ENSG00000233354.1	a	g	60327.00	0.445	0.656	-+-
ENSG00000162757.4	a	g	60327.00	-0.420	0.6748	-+-
ENSG00000252051.1	a	g	60327.00	-0.035	0.972	-+-
ENSG00000158525.14	a	g	60327.00	-0.347	0.7289	+--
ENSG00000137996.11	a	g	60327.00	-3.260	0.001115	---
ENSG00000182518.12	a	g	60327.00	0.258	0.7964	-+-
ENSG00000266265.2	a	g	60327.00	-0.379	0.7051	-+-
ENSG00000240183.3	a	g	60327.00	-1.476	0.1399	---
ENSG00000229314.5	a	g	60327.00	-1.179	0.2385	---
ENSG00000188487.10	a	g	60327.00	-1.175	0.2399	---
ENSG00000258223.5	a	g	60327.00	-0.753	0.4513	---
ENSG00000181616.8	a	g	60327.00	-0.193	0.8467	+--
ENSG00000197989.12	a	g	60327.00	0.147	0.8828	++-
ENSG00000129646.12	a	g	60327.00	-1.238	0.2157	---
ENSG00000201736.1	a	g	60327.00	-0.664	0.5068	+--
ENSG00000253368.3	a	g	60327.00	0.095	0.9239	--+
ENSG00000127054.17	a	g	60327.00	-0.923	0.3562	---
ENSG00000137073.19	a	g	60327.00	0.423	0.672	-+-
ENSG00000168481.7	a	g	60327.00	0.466	0.6415	+--
ENSG00000141562.16	a	g	60327.00	0.641	0.5213	++-
ENSG00000188981.9	a	g	60327.00	0.002	0.9983	-++
ENSG00000130518.15	a	g	60327.00	0.216	0.8287	+--
ENSG00000079691.16	a	g	60327.00	1.870	0.06142	++-
ENSG00000168062.8	a	g	60327.00	0.062	0.9502	++-
ENSG00000186532.10	a	g	60327.00	0.037	0.9706	-++
ENSG00000173757.8	a	g	60327.00	-1.613	0.1067	+--
ENSG00000164690.6	a	g	60327.00	0.834	0.4042	-++
ENSG00000050730.14	a	g	60327.00	-0.581	0.5614	+-+
ENSG00000119333.10	a	g	60327.00	0.140	0.889	--+
ENSG00000148702.13	a	g	60327.00	1.202	0.2292	++-
ENSG00000148481.12	a	g	60327.00	-1.649	0.09916	---
ENSG00000200227.1	a	g	60327.00	-0.828	0.4077	-+-
ENSG00000198039.10	a	g	60327.00	-0.481	0.6307	-+-
ENSG00000120334.14	a	g	60327.00	-0.090	0.9281	-++
ENSG00000182177.12	a	g	60327.00	0.110	0.9121	+-+
ENSG00000179922.5	a	g	60327.00	-1.254	0.21	---
ENSG00000100226.14	a	g	60327.00	1.379	0.1678	++-
ENSG00000125823.11	a	g	60327.00	2.208	0.02722	+++
ENSG00000157873.16	a	g	60327.00	1.461	0.1441	+++
ENSG00000081052.11	a	g	60327.00	-0.209	0.8346	++-
ENSG00000239553.3	a	g	60327.00	0.881	0.3782	+++
ENSG00000140943.15	a	g	60327.00	-0.889	0.3738	---
ENSG00000164296.6	a	g	60327.00	-0.420	0.6746	--+
ENSG00000043093.12	a	g	60327.00	-0.073	0.9421	--+
ENSG00000007384.14	a	g	60327.00	0.676	0.499	++-
ENSG00000186468.11	a	g	60327.00	-0.825	0.4096	--+
ENSG00000175220.10	a	g	60327.00	-2.323	0.02017	---
ENSG00000066739.10	a	g	60327.00	0.461	0.6449	+--
ENSG00000202193.1	a	g	60327.00	-0.300	0.7641	+--
ENSG00000278640.1	a	g	60327.00	-0.930	0.3522	-++
ENSG00000100614.16	a	g	60327.00	0.802	0.4227	-++
ENSG00000201620.1	a	g	60327.00	1.556	0.1197	+++
ENSG00000254838.5	a	g	60327.00	0.832	0.4053	+--
ENSG00000111206.11	a	g	60327.00	2.120	0.03398	+-+
ENSG00000243352.3	a	g	60327.00	-0.490	0.6244	+--
ENSG00000009307.14	a	g	60327.00	0.246	0.8056	--+
ENSG00000140830.7	a	g	60327.00	-1.470	0.1416	+--
ENSG00000241391.3	a	g	60327.00	-0.827	0.4084	---
ENSG00000241037.3	a	g	60327.00	-0.178	0.8588	+-+
ENSG00000110700.5	a	g	60327.00	1.595	0.1108	+++
ENSG00000116717.10	a	g	60327.00	-0.327	0.7434	-++
ENSG00000122557.8	a	g	60327.00	0.372	0.71	+-+
ENSG00000112280.14	a	g	60327.00	0.716	0.4739	++-
ENSG00000139269.2	a	g	60327.00	-0.858	0.3912	+-+
